COD_DANE_A,VERSION,AREA,Casa_indigena,Total_Viviendas,Casa,Apartamento,Tipo_Cuarto,Electrica_SI,Electrica_NO,Acueducto_SI,Acueducto_NO,Alcantarillado_SI,Alcantarillado_NO,GasNatural_SI,GasNatural_SI,Total_Personas,HOMBRE,MUJER,Preescolar,Primaria,Secundaria,Especializacion,Ninguno,Ninguno,No_responde
7300110000000000560812,2018,3409.428979,0,40,36,2,2,68,0,34,0,34,0,34,0,107,54,53,13,0,38,0,0,0,69
7300110000000000560813,2018,2844.963821,0,37,34,3,0,64,0,32,0,32,0,30,1,88,37,51,0,0,38,0,0,3,47
7300110000000000560814,2018,2573.504304,0,22,21,1,0,42,0,21,0,21,0,20,0,57,24,33,0,0,22,0,0,1,34
7300110000000000560816,2018,975.738890,0,10,10,0,0,16,0,8,0,8,0,7,0,19,7,12,2,0,0,0,0,0,19
7300110000000000560817,2018,951.368759,0,11,9,0,2,16,0,8,0,8,0,8,0,16,8,8,0,0,0,0,0,0,16
7300110000000000560819,2018,3587.278597,0,37,36,0,1,62,0,31,0,31,0,31,0,89,44,45,0,25,40,0,0,1,23
7300110000000000560820,2018,3329.236027,0,36,34,2,0,58,0,29,0,29,0,29,0,90,40,50,15,0,41,0,1,1,47
7300110000000000560821,2018,3289.888246,0,32,32,0,0,56,0,28,0,28,0,28,0,97,40,57,12,0,32,0,1,0,64
7300110000000000560822,2018,65496.780524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560823,2018,3239.105120,0,34,34,0,0,58,0,29,0,29,0,29,0,97,43,54,14,24,45,0,4,0,24
7300110000000000560824,2018,75594.277954,0,4,3,0,1,8,0,4,0,3,1,1,3,9,5,4,0,0,0,0,0,2,7
7300110000000000560825,2018,1568.804951,0,80,1,78,1,116,0,58,0,58,0,57,0,146,64,82,24,44,54,0,2,0,46
7300110000000000560828,2018,671.377997,0,12,10,2,0,24,0,12,0,12,0,12,0,41,18,23,0,0,0,0,0,0,41
7300110000000000560829,2018,1196.752339,0,20,19,1,0,36,0,18,0,18,0,18,0,54,24,30,13,0,11,0,2,0,41
7300110000000000560830,2018,1366.877377,0,66,1,62,3,112,0,56,0,56,0,54,0,149,71,78,26,44,61,0,1,0,43
7300110000000000580102,2018,1446.980296,0,38,36,0,2,66,0,33,0,33,0,33,0,95,44,51,27,0,17,0,0,0,78
7300110000000000580103,2018,1412.437887,0,33,11,22,0,62,0,31,0,30,1,30,1,88,46,42,30,0,12,0,1,0,75
7300110000000000580104,2018,1450.021374,0,42,34,6,2,70,0,35,0,35,0,35,0,98,40,58,22,0,18,0,1,0,79
7300110000000000580105,2018,1485.447719,0,36,35,1,0,66,0,33,0,33,0,31,1,105,48,57,0,0,24,0,3,5,73
7300110000000000580106,2018,1157.692394,0,34,26,6,2,64,0,32,0,32,0,32,0,84,40,44,18,0,24,0,1,2,57
7300110000000000580107,2018,1105.383193,0,28,27,1,0,54,0,27,0,25,2,27,0,87,40,47,17,0,17,0,2,1,67
7300110000000000580108,2018,1033.966872,0,29,20,8,1,44,0,22,0,22,0,22,0,69,32,37,10,40,13,0,1,0,15
7300110000000000580109,2018,797.652786,0,19,17,2,0,38,0,19,0,19,0,19,0,55,26,29,22,0,8,0,1,0,46
7300110000000000580110,2018,671.044803,0,16,14,2,0,30,0,15,0,15,0,15,0,64,28,36,0,0,10,0,2,0,52
7300110000000000580111,2018,655.790280,0,12,12,0,0,24,0,12,0,12,0,12,0,41,21,20,10,0,13,0,0,0,28
7300110000000000580112,2018,713.765310,0,16,15,1,0,26,0,13,0,13,0,12,1,43,19,24,8,0,0,0,1,0,42
7300110000000000580113,2018,557.935848,0,14,11,3,0,16,0,8,0,7,1,7,1,24,12,12,0,0,6,0,1,0,17
7300110000000000580130,2018,28401.635337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000580219,2018,48734.129439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000580301,2018,717.829836,0,10,10,0,0,18,0,9,0,9,0,9,0,35,17,18,0,0,0,0,0,0,35
7300110000000000580302,2018,931.399544,0,16,10,5,1,28,0,14,0,14,0,14,0,38,18,20,0,0,6,0,2,0,30
7300110000000000580303,2018,1280.436051,0,17,16,0,1,29,0,13,2,13,2,10,5,57,27,30,0,0,9,0,1,0,47
7300110000000000580304,2018,1068.243465,0,19,14,4,1,38,0,19,0,19,0,19,0,48,15,33,11,0,15,0,0,0,33
7300110000000000580305,2018,1128.423544,0,20,16,4,0,36,0,18,0,18,0,18,0,66,31,35,13,0,13,0,1,4,48
7300110000000000580306,2018,925.633504,0,14,12,2,0,22,0,11,0,11,0,11,0,35,11,24,7,0,11,0,0,1,23
7300110000000000580307,2018,754.230450,0,14,10,4,0,24,0,12,0,12,0,12,0,36,13,23,10,0,0,0,0,0,36
7300110000000000580308,2018,799.642757,0,11,9,2,0,20,0,10,0,10,0,10,0,33,14,19,0,0,4,0,3,0,26
7300110000000000580309,2018,1001.031341,0,15,14,1,0,28,0,14,0,14,0,13,0,47,23,24,0,0,11,0,2,1,33
7300110000000000580310,2018,860.024428,0,14,11,3,0,26,0,13,0,13,0,13,0,42,20,22,17,0,4,0,0,0,38
7300110000000000580311,2018,973.664776,0,14,9,5,0,24,0,12,0,12,0,12,0,25,10,15,8,0,0,0,0,0,25
7300110000000000580312,2018,958.987170,0,12,11,1,0,24,0,12,0,12,0,12,0,37,18,19,11,0,9,0,0,0,28
7300110000000000580313,2018,982.979893,0,16,15,1,0,28,0,14,0,14,0,14,0,38,18,20,9,0,10,0,1,1,26
7300110000000000580314,2018,1024.974509,0,16,15,1,0,26,0,13,0,13,0,13,0,42,22,20,0,0,9,0,0,0,33
7300110000000000580315,2018,2179.635476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000580325,2018,982.275591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000580329,2018,34462.316309,0,11,11,0,0,22,0,8,3,5,6,1,10,40,20,20,14,0,4,0,1,2,33
7300110000000000580401,2018,1077.011697,0,15,15,0,0,28,0,14,0,14,0,14,0,45,19,26,10,0,0,0,1,1,43
7300110000000000580402,2018,1077.321474,0,18,15,3,0,36,0,17,1,18,0,18,0,60,28,32,0,0,8,0,3,1,48
7300110000000000580403,2018,1110.687976,0,19,16,3,0,38,0,19,0,19,0,17,2,56,30,26,20,0,6,0,5,1,44
7300110000000000580404,2018,1088.549318,0,18,11,6,1,36,0,18,0,18,0,18,0,55,28,27,0,0,4,0,3,0,48
7300110000000000580405,2018,1507.726326,0,32,16,14,2,60,0,30,0,30,0,29,1,79,34,45,0,0,0,0,0,0,79
7300110000000000580406,2018,1604.702792,0,18,17,1,0,36,0,18,0,18,0,18,0,56,29,27,0,0,9,0,0,0,47
7300110000000000580407,2018,1514.124148,0,26,21,4,1,50,0,25,0,25,0,25,0,77,41,36,0,36,0,0,6,1,34
7300110000000000580408,2018,1554.505851,0,28,21,6,1,52,0,26,0,26,0,24,2,79,37,42,0,39,14,0,3,0,23
7300110000000000580409,2018,1536.254604,0,29,20,9,0,50,0,25,0,25,0,25,0,71,30,41,17,31,9,0,3,1,27
7300110000000000580410,2018,1559.157241,0,30,26,4,0,56,0,28,0,28,0,26,2,86,38,48,26,0,23,0,1,1,61
7300110000000000580411,2018,1526.252678,0,24,23,0,1,38,0,19,0,19,0,19,0,72,42,30,24,0,16,0,3,0,53
7300110000000000580412,2018,1549.229606,0,29,6,23,0,44,0,22,0,22,0,22,0,67,28,39,0,0,19,0,1,0,47
7300110000000000580501,2018,1367.183822,0,29,8,20,1,52,0,26,0,26,0,26,0,88,41,47,33,0,0,0,3,1,84
7300110000000000580502,2018,1368.350896,0,22,20,1,1,44,0,22,0,22,0,22,0,73,34,39,0,0,0,0,1,1,71
7300110000000000580503,2018,1292.386554,0,22,16,6,0,24,0,12,0,12,0,12,0,52,27,25,0,0,0,0,4,0,48
7300110000000000580504,2018,916.955869,0,8,8,0,0,12,0,6,0,6,0,6,0,19,10,9,0,0,0,0,0,0,19
7300110000000000580505,2018,1191.387235,0,37,33,1,3,66,0,33,0,33,0,33,0,102,46,56,0,0,0,0,5,0,97
7300110000000000580506,2018,1269.073907,0,34,31,1,2,60,0,30,0,30,0,29,0,93,42,51,27,49,7,0,2,0,35
7300110000000000580507,2018,1282.655721,0,15,13,2,0,22,0,11,0,11,0,11,0,29,14,15,7,0,4,0,0,1,24
7300110000000000580523,2018,9194.427254,0,22,7,0,1,30,1,6,15,5,16,0,21,55,29,26,0,0,0,0,3,0,52
7300110000000000580734,2018,21377.490879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000580735,2018,33253.515629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590101,2018,2164.290613,0,41,38,3,0,78,0,39,0,39,0,38,1,127,60,67,37,56,19,0,4,1,47
7300110000000000590102,2018,2093.311414,0,37,37,0,0,68,0,34,0,34,0,34,0,121,59,62,0,60,21,0,1,0,39
7300110000000000590103,2018,2123.431979,0,35,32,2,1,68,0,34,0,34,0,32,2,108,51,57,37,0,17,0,2,0,89
7300110000000000590104,2018,2205.754710,0,59,59,0,0,112,0,56,0,56,0,55,1,168,76,92,58,0,0,0,1,5,162
7300110000000000590105,2018,2132.770150,0,65,64,1,0,112,0,56,0,56,0,55,1,197,103,94,70,0,17,0,7,0,173
7300110000000000590106,2018,3022.784930,0,52,50,2,0,96,0,48,0,48,0,47,0,166,84,82,38,0,29,0,3,0,134
7300110000000000590107,2018,2200.807820,0,57,55,2,0,96,0,48,0,48,0,45,1,147,67,80,49,0,18,0,4,2,123
7300110000000000590110,2018,1392.484383,0,40,40,0,0,64,0,32,0,32,0,32,0,96,43,53,32,0,15,0,0,0,81
7300110000000000590111,2018,2247.361937,0,50,48,1,1,96,0,48,0,47,1,47,1,141,73,68,38,60,29,0,1,0,51
7300110000000000590112,2018,1390.233509,0,22,22,0,0,39,0,20,0,20,0,20,0,64,30,34,0,0,10,0,1,0,53
7300110000000000590114,2018,2076.209068,0,51,51,0,0,92,0,46,0,46,0,46,0,143,73,70,55,0,0,0,8,0,135
7300110000000000590117,2018,6044.874661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590118,2018,1737.625074,0,27,1,26,0,54,0,27,0,27,0,27,0,91,48,43,34,0,6,0,5,0,80
7300110000000000590119,2018,1755.201610,0,34,21,8,5,68,0,34,0,34,0,30,4,86,41,45,29,0,14,0,5,0,67
7300110000000000590120,2018,1782.108644,0,26,0,26,0,52,0,26,0,26,0,26,0,88,42,46,23,0,0,0,8,0,80
7300110000000000590121,2018,1733.867098,0,32,24,7,1,62,0,31,0,31,0,31,0,107,49,58,28,0,0,0,4,1,102
7300110000000000590122,2018,1154.812175,0,30,17,10,3,58,0,29,0,29,0,29,0,90,42,48,34,0,6,0,1,3,80
7300110000000000590123,2018,746.016409,0,17,11,6,0,34,0,17,0,17,0,15,0,40,23,17,0,0,0,0,1,3,36
7300110000000000590124,2018,251.255143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590125,2018,467.929890,0,15,8,2,5,30,0,15,0,15,0,15,0,36,20,16,0,0,0,0,2,1,33
7300110000000000590126,2018,901.715425,0,14,9,2,3,28,0,14,0,14,0,12,2,40,20,20,16,0,5,0,0,0,35
7300110000000000590128,2018,281.866107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590201,2018,1511.513410,0,32,31,1,0,56,0,28,0,28,0,26,1,74,36,38,23,27,19,0,0,0,28
7300110000000000590202,2018,2120.638772,0,59,57,2,0,106,0,53,0,53,0,50,0,138,71,67,29,0,40,0,0,4,94
7300110000000000590203,2018,2345.030355,0,43,11,25,7,78,0,39,0,39,0,37,0,125,68,57,26,0,24,0,1,3,97
7300110000000000590204,2018,2703.785791,0,47,28,18,1,90,0,45,0,45,0,45,0,144,72,72,39,0,26,0,4,0,114
7300110000000000590205,2018,3454.514578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590206,2018,2862.425881,0,76,46,25,5,138,0,69,0,69,0,69,0,203,100,103,60,95,28,0,8,0,72
7300110000000000590207,2018,2806.485024,0,64,44,17,3,112,0,56,0,56,0,56,0,159,72,87,36,74,38,0,3,2,42
7300110000000000590208,2018,2875.897220,0,73,68,5,0,140,0,70,0,70,0,66,1,202,89,113,45,0,41,0,1,4,156
7300110000000000590209,2018,3256.637141,0,68,64,4,0,122,0,61,0,61,0,56,1,137,69,68,36,0,33,0,0,1,103
7300110000000000590210,2018,1964.540049,0,47,30,12,5,92,0,46,0,46,0,46,0,139,61,78,29,59,33,0,1,2,44
7300110000000000590211,2018,689.453829,0,13,10,3,0,22,0,11,0,11,0,11,0,37,19,18,0,0,0,0,0,0,37
7300110000000000590212,2018,716.868511,0,15,8,6,1,30,0,15,0,15,0,14,1,39,18,21,10,0,11,0,0,0,28
7300110000000000590213,2018,754.067128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590214,2018,766.612650,0,19,8,7,4,36,0,18,0,18,0,18,0,48,24,24,0,0,0,0,3,0,45
7300110000000000590215,2018,724.131168,0,12,5,6,1,22,0,11,0,11,0,11,0,32,17,15,0,0,0,0,0,0,32
7300110000000000590216,2018,636.248110,0,11,6,5,0,22,0,11,0,11,0,10,1,27,15,12,0,0,5,0,1,0,21
7300110000000000590217,2018,2461.789038,0,48,23,22,3,88,0,44,0,44,0,44,0,134,51,83,0,0,34,0,1,1,98
7300110000000000590218,2018,2459.577774,0,37,37,0,0,58,0,29,0,29,0,28,0,127,62,65,42,0,16,0,2,1,108
7300110000000000590219,2018,2532.968542,0,41,41,0,0,74,0,37,0,37,0,37,0,152,70,82,37,0,31,0,3,0,118
7300110000000000590220,2018,2244.378383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590221,2018,2449.702589,0,61,31,30,0,100,0,50,0,50,0,50,0,136,62,74,35,0,33,0,1,1,101
7300110000000000590222,2018,2506.355184,0,68,20,45,3,122,0,61,0,61,0,61,0,180,86,94,33,68,50,0,2,2,58
7300110000000000590223,2018,2518.169374,0,52,48,4,0,102,0,51,0,51,0,51,0,183,93,90,42,87,35,0,6,1,54
7300110000000000590224,2018,2732.983939,0,49,47,2,0,96,0,48,0,48,0,47,1,135,72,63,27,0,38,0,1,1,95
7300110000000000590301,2018,1239.862491,0,22,22,0,0,42,0,21,0,21,0,21,0,68,34,34,24,0,6,0,1,0,61
7300110000000000590302,2018,1157.116260,0,15,15,0,0,26,0,13,0,13,0,12,1,35,15,20,0,0,0,0,3,0,32
7300110000000000590303,2018,1326.181061,0,25,24,1,0,42,0,21,0,21,0,21,0,74,35,39,13,0,13,0,2,7,52
7300110000000000590304,2018,1161.849157,0,24,24,0,0,46,0,23,0,23,0,23,0,76,42,34,27,0,0,0,1,0,75
7300110000000000590305,2018,1146.336801,0,26,18,8,0,52,0,26,0,26,0,26,0,71,35,36,0,0,16,0,1,0,54
7300110000000000590306,2018,1232.719063,0,36,18,15,3,72,0,36,0,36,0,30,6,105,47,58,33,43,13,0,8,1,40
7300110000000000590307,2018,1096.132244,0,33,26,4,3,58,0,29,0,29,0,28,0,84,45,39,23,0,13,0,1,0,70
7300110000000000590308,2018,1282.002302,0,29,27,1,1,58,1,29,0,29,0,29,0,90,39,51,26,0,12,0,3,0,75
7300110000000000590310,2018,1306.690929,0,30,21,5,4,58,0,29,0,29,0,29,0,67,31,36,0,0,0,0,1,0,66
7300110000000000590311,2018,1336.307594,0,25,25,0,0,38,0,19,0,19,0,19,0,58,27,31,0,0,0,0,0,1,57
7300110000000000590312,2018,1153.167407,0,29,28,0,1,54,0,27,0,27,0,26,1,82,39,43,26,35,14,0,1,0,32
7300110000000000590313,2018,1148.842633,0,17,16,0,1,30,0,15,0,15,0,15,0,46,24,22,0,0,3,0,1,1,41
7300110000000000590314,2018,1155.603718,0,18,18,0,0,32,0,16,0,16,0,16,0,64,34,30,23,0,5,0,3,1,55
7300110000000000590315,2018,5509.381601,0,136,134,1,1,178,2,88,1,89,0,70,19,290,155,135,131,0,7,0,12,0,271
7300110000000000590318,2018,979.967524,0,26,15,8,0,46,0,22,2,22,2,21,3,65,32,33,0,0,5,0,5,0,55
7300110000000000590401,2018,9543.908939,0,31,24,7,0,58,1,29,0,29,0,29,0,81,38,43,13,0,26,0,0,0,55
7300110000000000590402,2018,2807.167985,0,39,35,4,0,78,0,39,0,39,0,38,1,118,59,59,0,0,26,0,0,1,91
7300110000000000590403,2018,3300.027380,0,4,3,1,0,8,0,4,0,4,0,3,1,12,8,4,0,0,5,0,0,0,7
7300110000000000590404,2018,1752.635585,0,29,28,1,0,56,0,28,0,28,0,28,0,89,42,47,23,0,13,0,2,0,74
7300110000000000590405,2018,1969.733187,0,27,21,6,0,50,0,25,0,25,0,25,0,82,41,41,19,0,14,0,0,2,66
7300110000000000590406,2018,2646.818095,0,56,56,0,0,104,0,52,0,52,0,52,0,155,81,74,34,0,28,0,0,0,127
7300110000000000590407,2018,2786.966782,0,52,50,1,1,102,0,51,0,51,0,50,0,161,72,89,52,0,28,0,3,1,129
7300110000000000590409,2018,3218.170499,0,39,34,5,0,72,0,36,0,36,0,34,1,107,54,53,0,0,37,0,3,1,66
7300110000000000590410,2018,3034.152421,0,46,46,0,0,84,0,42,0,42,0,42,0,122,56,66,0,0,38,0,2,2,80
7300110000000000590411,2018,3199.370683,0,41,34,7,0,72,0,36,0,36,0,35,1,124,54,70,20,0,30,0,2,3,89
7300110000000000590412,2018,3524.079307,0,98,91,3,4,194,0,97,0,97,0,97,0,310,150,160,77,0,67,0,3,0,240
7300110000000000590413,2018,2993.294443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590414,2018,7356.198661,0,29,23,6,0,50,0,25,0,25,0,25,0,77,39,38,0,0,16,0,3,1,57
7300110000000000590415,2018,2043.648282,0,22,20,2,0,44,0,22,0,21,1,22,0,65,31,34,0,25,19,0,1,1,19
7300110000000000590505,2018,880.778770,0,13,13,0,0,25,0,12,1,13,0,11,2,46,17,29,0,0,0,0,3,1,42
7300110000000000590506,2018,969.746393,0,12,12,0,0,24,0,12,0,12,0,12,0,40,21,19,16,0,0,0,2,0,38
7300110000000000590522,2018,1282.938323,0,24,23,0,1,48,0,24,0,24,0,24,0,92,52,40,26,0,20,0,0,0,72
7300110000000000590523,2018,3721.676660,0,55,55,0,0,92,0,46,0,46,0,44,2,141,61,80,32,76,22,0,3,0,40
7300110000000000590524,2018,1460.215949,0,17,16,1,0,28,0,14,0,14,0,14,0,49,23,26,0,0,6,0,0,0,43
7300110000000000590525,2018,1903.842554,0,33,32,1,0,56,0,27,1,27,1,27,1,81,42,39,0,0,22,0,0,4,55
7300110000000000590526,2018,734.812896,0,13,12,1,0,24,1,12,0,11,1,11,1,41,19,22,0,0,12,0,0,1,28
7300110000000000590527,2018,1695.468871,0,17,16,1,0,28,0,14,0,14,0,14,0,47,26,21,8,0,17,0,1,0,29
7300110000000000590528,2018,2634.201174,0,68,5,63,0,136,0,68,0,68,0,68,0,197,86,111,33,0,70,0,5,0,122
7300110000000000590529,2018,5443.165556,0,30,28,0,2,60,0,30,0,30,0,30,0,95,49,46,23,0,18,0,1,5,71
7300110000000000590530,2018,1923.366779,0,30,29,0,1,46,0,23,0,23,0,23,0,83,38,45,0,35,17,0,0,0,31
7300110000000000590531,2018,17792.088400,0,9,3,6,0,14,0,7,0,7,0,7,0,24,10,14,0,10,7,0,0,1,6
7300110000000000590532,2018,1817.805502,0,26,25,1,0,44,0,22,0,22,0,22,0,67,29,38,24,0,0,0,2,0,65
7300110000000000590601,2018,10021.769421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590602,2018,1831.914508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590603,2018,2138.756051,0,35,32,3,0,59,0,30,0,30,0,30,0,114,56,58,30,0,19,0,1,1,93
7300110000000000590604,2018,6643.334776,0,157,5,151,1,302,0,151,0,151,0,149,0,445,208,237,65,169,143,0,7,9,117
7300110000000000590605,2018,1252.200831,0,20,19,1,0,38,0,19,0,19,0,19,0,60,26,34,25,0,0,0,3,0,57
7300110000000000590606,2018,1290.762611,0,20,20,0,0,40,0,20,0,20,0,20,0,62,24,38,17,0,5,0,1,0,56
7300110000000000590607,2018,1222.604032,0,22,18,3,1,44,0,22,0,22,0,22,0,73,38,35,0,0,0,0,8,1,64
7300110000000000590609,2018,1453.736043,0,31,26,5,0,58,0,29,0,29,0,28,0,106,57,49,30,0,11,0,3,0,92
7300110000000000590610,2018,1457.569492,0,32,32,0,0,58,0,29,0,29,0,29,0,114,53,61,45,0,7,0,0,1,106
7300110000000000590611,2018,1358.290441,0,25,25,0,0,50,0,25,0,25,0,24,0,89,47,42,34,0,0,0,4,1,84
7300110000000000590612,2018,3526.911492,0,34,34,0,0,64,0,32,0,32,0,32,0,115,47,68,39,0,19,0,1,0,95
7300110000000000590613,2018,1537.940524,0,21,21,0,0,36,0,18,0,18,0,16,2,66,29,37,21,0,5,0,3,0,58
7300110000000000590614,2018,1426.442239,0,24,24,0,0,44,0,22,0,22,0,22,0,57,29,28,0,0,0,0,2,0,55
7300110000000000590615,2018,1463.299436,0,20,20,0,0,34,0,17,0,17,0,17,0,61,32,29,0,0,0,0,2,0,59
7300110000000000590616,2018,1333.917018,0,19,18,1,0,24,0,12,0,12,0,12,0,39,18,21,0,0,0,0,0,0,39
7300110000000000590617,2018,1579.146391,0,20,20,0,0,38,0,19,0,19,0,18,1,54,27,27,0,0,3,0,1,0,50
7300110000000000590618,2018,988.698799,0,18,18,0,0,10,0,5,0,5,0,5,0,19,6,13,0,0,0,0,1,0,18
7300110000000000590619,2018,2176.567978,0,27,27,0,0,47,0,23,1,23,1,23,1,85,36,49,35,0,5,0,1,1,78
7300110000000000590620,2018,2363.705339,0,31,31,0,0,62,0,31,0,31,0,30,1,133,63,70,45,0,7,0,5,0,121
7300110000000000590701,2018,13125.848769,0,116,106,9,1,213,1,106,1,105,2,104,2,268,127,141,68,106,63,10,0,8,81
7300110000000000590702,2018,2472.341149,0,19,19,0,0,22,0,11,0,11,0,11,0,33,16,17,0,0,10,0,0,0,23
7300110000000000590703,2018,2059.324721,0,32,15,17,0,62,0,31,0,31,0,31,0,98,50,48,29,0,23,0,1,2,72
7300110000000000590704,2018,3247.648707,0,40,22,3,15,80,0,40,0,40,0,40,0,154,80,74,57,0,13,0,7,0,134
7300110000000000590705,2018,1835.235987,0,43,28,15,0,76,0,38,0,38,0,38,0,118,63,55,42,0,12,0,6,1,99
7300110000000000590706,2018,1687.439337,0,31,10,20,1,60,0,30,0,30,0,30,0,104,56,48,36,0,13,0,3,0,88
7300110000000000590707,2018,1230.825153,0,19,18,0,1,38,0,19,0,19,0,18,1,66,26,40,27,0,6,0,5,0,55
7300110000000000590708,2018,2332.316226,0,48,24,9,15,96,0,48,0,48,0,48,0,126,60,66,43,0,0,0,6,5,115
7300110000000000590709,2018,1620.281876,0,47,21,8,18,86,0,43,0,43,0,43,0,113,54,59,46,0,15,0,6,2,90
7300110000000000590711,2018,1589.939538,0,31,31,0,0,58,0,28,1,29,0,27,0,88,43,45,0,0,33,0,2,1,52
7300110000000000590712,2018,3107.366443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590713,2018,846.419027,0,12,12,0,0,24,1,12,0,12,0,12,0,50,26,24,0,0,0,0,1,0,49
7300110000000000590714,2018,957.403989,0,7,5,2,0,14,0,7,0,7,0,7,0,23,12,11,0,0,5,0,1,0,17
7300110000000000590715,2018,41773.880363,0,261,8,249,4,384,1,192,0,192,0,189,3,498,241,257,71,147,214,33,3,6,95
7300110000000000590716,2018,3024.800546,0,82,69,12,1,142,0,71,0,71,0,66,0,189,91,98,73,0,23,0,0,3,163
7300110000000000590717,2018,1586.492549,0,32,25,6,1,64,0,32,0,32,0,32,0,98,45,53,22,0,42,0,2,0,54
7300110000000000590718,2018,7965.715697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590719,2018,1698.727975,0,34,33,1,0,66,0,33,0,33,0,33,0,110,52,58,0,0,33,0,2,1,74
7300110000000000590720,2018,487.838967,0,14,9,4,1,22,0,11,0,11,0,11,0,19,9,10,0,0,0,0,2,1,16
7300110000000000590721,2018,1556.170756,0,22,14,7,1,44,0,22,0,22,0,22,0,66,31,35,9,0,31,0,0,0,35
7300110000000000590722,2018,1408.362689,0,29,27,2,0,58,0,29,0,29,0,29,0,89,46,43,12,0,0,0,7,1,81
7300110000000000590723,2018,1137.698473,0,25,23,2,0,48,0,24,0,24,0,24,0,63,32,31,11,0,15,7,3,3,35
7300110000000000590724,2018,1745.289774,0,29,29,0,0,54,0,27,0,27,0,27,0,80,41,39,0,0,25,0,2,0,53
7300110000000000590725,2018,2114.265534,0,30,26,3,1,54,0,27,0,27,0,26,1,77,38,39,0,0,29,0,1,0,47
7300110000000000590726,2018,1278.905632,0,23,22,1,0,46,0,23,0,23,0,23,0,68,34,34,8,31,22,0,2,0,13
7300110000000000590727,2018,1482.033164,0,23,23,0,0,44,0,22,0,22,0,22,0,71,32,39,14,0,20,0,1,3,47
7300110000000000590728,2018,26109.795650,0,722,16,701,4,1051,0,526,0,526,0,518,2,1439,671,768,184,384,579,156,17,10,293
7300110000000000590729,2018,846.707997,0,15,11,1,3,30,0,15,0,15,0,15,0,38,15,23,0,0,0,0,1,0,37
7300110000000000590730,2018,924.103521,0,22,22,0,0,34,0,17,0,17,0,15,0,41,21,20,0,0,16,0,0,0,25
7300110000000000590731,2018,2809.598839,0,47,44,2,1,88,0,44,0,44,0,42,0,114,51,63,40,59,8,0,0,1,46
7300110000000000590732,2018,2235.270103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590733,2018,2432.680476,0,51,41,9,1,94,0,46,1,47,0,45,2,153,69,84,47,0,10,0,4,0,139
7300110000000000590734,2018,1923.685069,0,32,31,1,0,64,0,32,0,32,0,32,0,135,63,72,38,0,9,0,5,6,115
7300110000000000590735,2018,1605.218407,0,28,28,0,0,52,0,26,0,26,0,25,0,80,35,45,0,0,24,0,0,0,56
7300110000000000590736,2018,493.617567,0,10,8,2,0,20,0,10,0,10,0,10,0,23,9,14,0,0,0,0,0,1,22
7300110000000000590737,2018,2691.307027,0,20,12,7,1,27,0,14,0,14,0,13,1,37,16,21,6,0,10,0,0,0,27
7300110000000000590738,2018,1071.602864,0,26,18,4,4,48,0,24,0,24,0,24,0,59,30,29,0,0,20,0,0,0,39
7300110000000000590739,2018,8743.378991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590740,2018,6183.769484,0,12,4,8,0,24,0,12,0,12,0,11,0,30,16,14,0,0,0,0,0,5,25
7300110000000000730101,2018,10837.876242,0,75,28,47,0,138,0,69,0,69,0,69,0,185,84,101,29,0,52,0,5,2,126
7300110000000000730102,2018,4424.305449,0,35,35,0,0,70,0,35,0,35,0,34,1,112,60,52,36,50,14,0,4,0,44
